#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	eggNOG OGs	narr_og_name	narr_og_cat	narr_og_desc	best_og_name	best_og_cat	best_og_desc	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
DBPAGJON_00069	1298920.KI911353_gene3098	3.1e-101	375.2	COG1312@1|root,COG1312@2|Bacteria,1V03M@1239|Firmicutes,247U9@186801|Clostridia,222KZ@1506553|Lachnoclostridium	222KZ@1506553|Lachnoclostridium	G	D-mannonate dehydratase (UxuA)	247U9@186801|Clostridia	G	D-mannonate dehydratase (UxuA)	-	-	-	-	-	-	-	-	-	-	-	-	UxuA
DBPAGJON_00070	1298920.KI911353_gene4125	1.8e-184	652.1	COG0493@1|root,COG0493@2|Bacteria,1TQ1A@1239|Firmicutes,248EK@186801|Clostridia,21Y9A@1506553|Lachnoclostridium	21Y9A@1506553|Lachnoclostridium	C	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	248EK@186801|Clostridia	C	'glutamate synthase	-	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	AlaDh_PNT_C,Amino_oxidase,DAO,FAD_binding_2,FAD_binding_3,FAD_oxidored,Fer4_20,GIDA,HI0933_like,NAD_binding_7,NAD_binding_8,Pyr_redox,Pyr_redox_2,Pyr_redox_3,Thi4
DBPAGJON_00071	742735.HMPREF9467_03489	3.3e-46	191.4	2EFUW@1|root,339M2@2|Bacteria,1VFXY@1239|Firmicutes,24NMR@186801|Clostridia	24NMR@186801|Clostridia	S	Tripartite tricarboxylate transporter TctB family	24NMR@186801|Clostridia	S	Tripartite tricarboxylate transporter TctB family	-	-	-	-	-	-	-	-	-	-	-	-	TctB
DBPAGJON_00072	689781.AUJX01000018_gene2427	1e-223	782.7	COG3333@1|root,COG3333@2|Bacteria,1TPE7@1239|Firmicutes,247UH@186801|Clostridia,2PTD9@265975|Oribacterium	2PTD9@265975|Oribacterium	S	Tripartite tricarboxylate transporter TctA family	247UH@186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	ko:K07793	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.80.1	-	-	TctA
DBPAGJON_00073	742733.HMPREF9469_02650	4.9e-88	331.3	COG0583@1|root,COG0583@2|Bacteria,1UZ63@1239|Firmicutes,24BVU@186801|Clostridia,21Z1M@1506553|Lachnoclostridium	21Z1M@1506553|Lachnoclostridium	K	LysR substrate binding domain	24BVU@186801|Clostridia	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
DBPAGJON_00074	1163671.JAGI01000001_gene64	5.8e-32	144.4	COG1309@1|root,COG1309@2|Bacteria,1V6CF@1239|Firmicutes,25BKD@186801|Clostridia,36NR1@31979|Clostridiaceae	36NR1@31979|Clostridiaceae	K	Bacterial regulatory proteins, tetR family	25BKD@186801|Clostridia	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
DBPAGJON_00075	457421.CBFG_03782	1.4e-92	346.7	COG0845@1|root,COG0845@2|Bacteria,1U1UF@1239|Firmicutes,24AGJ@186801|Clostridia	24AGJ@186801|Clostridia	M	Barrel-sandwich domain of CusB or HlyD membrane-fusion	24AGJ@186801|Clostridia	M	Barrel-sandwich domain of CusB or HlyD membrane-fusion	-	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl,Biotin_lipoyl_2,HlyD_3,HlyD_D23
DBPAGJON_00076	742740.HMPREF9474_00264	0.0	1230.7	COG0841@1|root,COG0841@2|Bacteria,1TQ03@1239|Firmicutes,2491S@186801|Clostridia,21YAW@1506553|Lachnoclostridium	21YAW@1506553|Lachnoclostridium	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	2491S@186801|Clostridia	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	czcA	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran,IspD,MMPL,NTP_transf_3,Patched,SecD_SecF
DBPAGJON_00077	411902.CLOBOL_05089	2.5e-84	319.3	COG1538@1|root,COG1538@2|Bacteria,1VJGG@1239|Firmicutes,25FTK@186801|Clostridia	25FTK@186801|Clostridia	MU	Outer membrane efflux protein	25FTK@186801|Clostridia	MU	Outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00078	411902.CLOBOL_05090	1.2e-52	214.2	28NBA@1|root,2ZAZ5@2|Bacteria,1V1AN@1239|Firmicutes,24F1H@186801|Clostridia,220JF@1506553|Lachnoclostridium	220JF@1506553|Lachnoclostridium	S	Outer membrane efflux protein	24F1H@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OEP
DBPAGJON_00079	411902.CLOBOL_02477	8.2e-43	180.6	2AUKD@1|root,31K93@2|Bacteria,1V6PK@1239|Firmicutes,24J91@186801|Clostridia,220BM@1506553|Lachnoclostridium	220BM@1506553|Lachnoclostridium	S	stage II sporulation protein R	24J91@186801|Clostridia	S	stage ii sporulation protein r	spoIIR	-	-	ko:K06387	-	-	-	-	ko00000	-	-	-	Spore_II_R
DBPAGJON_00080	1235799.C818_03364	9.5e-152	543.1	COG1181@1|root,COG1181@2|Bacteria,1TP2Y@1239|Firmicutes,248CR@186801|Clostridia,27IVT@186928|unclassified Lachnospiraceae	27IVT@186928|unclassified Lachnospiraceae	M	Belongs to the D-alanine--D-alanine ligase family	248CR@186801|Clostridia	F	Belongs to the D-alanine--D-alanine ligase family	ddl	GO:0000166,GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008360,GO:0008716,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0022603,GO:0022604,GO:0030203,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034645,GO:0035639,GO:0036094,GO:0042546,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045229,GO:0046872,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	ATP-grasp,ATP-grasp_3,ATP-grasp_4,CPSase_L_D2,DUF523,Dala_Dala_lig_C,Dala_Dala_lig_N,GARS_A,RimK
DBPAGJON_00081	742740.HMPREF9474_00259	3.1e-110	404.8	COG0796@1|root,COG0796@2|Bacteria,1TPPR@1239|Firmicutes,249MB@186801|Clostridia,21YAM@1506553|Lachnoclostridium	21YAM@1506553|Lachnoclostridium	M	Provides the (R)-glutamate required for cell wall biosynthesis	249MB@186801|Clostridia	M	Provides the (R)-glutamate required for cell wall biosynthesis	murI	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008360,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016853,GO:0016854,GO:0016855,GO:0022603,GO:0022604,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0045229,GO:0047661,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	5.1.1.3	ko:K01776	ko00471,ko01100,map00471,map01100	-	R00260	RC00302	ko00000,ko00001,ko01000,ko01011	-	-	-	Asp_Glu_race
DBPAGJON_00082	1304866.K413DRAFT_1670	7.3e-37	160.2	COG4506@1|root,COG4506@2|Bacteria,1V8CS@1239|Firmicutes,24JQR@186801|Clostridia,36M2V@31979|Clostridiaceae	36M2V@31979|Clostridiaceae	S	Domain of unknown function (DUF1934)	24JQR@186801|Clostridia	S	Psort location Cytoplasmic, score 8.87	ywiB	-	-	-	-	-	-	-	-	-	-	-	DUF1934
DBPAGJON_00083	610130.Closa_3786	5.7e-50	203.8	2AE00@1|root,313SJ@2|Bacteria,1V6FJ@1239|Firmicutes,24JFA@186801|Clostridia,2201T@1506553|Lachnoclostridium	2201T@1506553|Lachnoclostridium	S	Psort location CytoplasmicMembrane, score	24JFA@186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF3093
DBPAGJON_00084	742735.HMPREF9467_01747	0.0	2264.2	COG0085@1|root,COG0085@2|Bacteria,1TP96@1239|Firmicutes,247J1@186801|Clostridia,21XKK@1506553|Lachnoclostridium	21XKK@1506553|Lachnoclostridium	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	247J1@186801|Clostridia	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoB	GO:0001882,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032549,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576	2.7.7.6	ko:K03043	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
DBPAGJON_00085	610130.Closa_3784	0.0	2198.7	COG0086@1|root,COG0086@2|Bacteria,1TNYT@1239|Firmicutes,24925@186801|Clostridia,21Y1Y@1506553|Lachnoclostridium	21Y1Y@1506553|Lachnoclostridium	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	24925@186801|Clostridia	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5
DBPAGJON_00086	411902.CLOBOL_01711	9.7e-90	337.4	COG0726@1|root,COG1404@1|root,COG0726@2|Bacteria,COG1404@2|Bacteria,1V6DN@1239|Firmicutes,249SN@186801|Clostridia,21ZHC@1506553|Lachnoclostridium	21ZHC@1506553|Lachnoclostridium	G	Polysaccharide deacetylase	249SN@186801|Clostridia	G	Polysaccharide deacetylase	-	-	3.5.1.104	ko:K22278	-	-	-	-	ko00000,ko01000	-	-	-	Big_2,CBM_4_9,CW_binding_1,ChW,Glyco_hydro_11,Polysacc_deac_1
DBPAGJON_00087	742735.HMPREF9467_00126	2.2e-86	325.9	COG0583@1|root,COG0583@2|Bacteria,1TP77@1239|Firmicutes,248CX@186801|Clostridia,2247Y@1506553|Lachnoclostridium	2247Y@1506553|Lachnoclostridium	K	LysR substrate binding domain	248CX@186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
DBPAGJON_00088	1235835.C814_01390	8.1e-42	176.8	COG3090@1|root,COG3090@2|Bacteria,1V78U@1239|Firmicutes,24J11@186801|Clostridia	24J11@186801|Clostridia	G	Psort location CytoplasmicMembrane, score	24J11@186801|Clostridia	G	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DctQ
DBPAGJON_00089	1235835.C814_01391	1e-171	609.8	COG1593@1|root,COG1593@2|Bacteria,1TPNU@1239|Firmicutes,248BY@186801|Clostridia,3WI33@541000|Ruminococcaceae	3WI33@541000|Ruminococcaceae	G	Psort location CytoplasmicMembrane, score	248BY@186801|Clostridia	G	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DctM,DctQ,DcuC
DBPAGJON_00090	1235835.C814_01392	1.2e-120	439.9	COG1638@1|root,COG1638@2|Bacteria,1TP3I@1239|Firmicutes,248MN@186801|Clostridia,3WRTW@541000|Ruminococcaceae	3WRTW@541000|Ruminococcaceae	G	Bacterial extracellular solute-binding protein, family 7	248MN@186801|Clostridia	G	COG COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component	siaP	-	-	ko:K21395	-	-	-	-	ko00000,ko02000	2.A.56.1	-	-	DctP
DBPAGJON_00091	591001.Acfer_1980	6.8e-140	503.8	COG3964@1|root,COG3964@2|Bacteria,1TPXM@1239|Firmicutes,4H3YI@909932|Negativicutes	4H3YI@909932|Negativicutes	S	Amidohydrolase family	4H3YI@909932|Negativicutes	S	Amidohydrolase family	-	-	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1,Amidohydro_3
DBPAGJON_00093	1298920.KI911353_gene4267	2e-12	77.4	2EGRK@1|root,33AHS@2|Bacteria,1VK9R@1239|Firmicutes,24UM0@186801|Clostridia,2218A@1506553|Lachnoclostridium	2218A@1506553|Lachnoclostridium	S	Six-cysteine peptide SCIFF	24UM0@186801|Clostridia	S	six-cysteine peptide	scfA	-	-	-	-	-	-	-	-	-	-	-	DUF4001,SCIFF
DBPAGJON_00094	887325.HMPREF0381_2204	1e-214	752.7	COG0641@1|root,COG0641@2|Bacteria,1TQPS@1239|Firmicutes,248DD@186801|Clostridia,1HUZM@1164882|Lachnoanaerobaculum	1HUZM@1164882|Lachnoanaerobaculum	C	Iron-sulfur cluster-binding domain	248DD@186801|Clostridia	C	Radical SAM	scfB	-	-	ko:K06871	-	-	-	-	ko00000	-	-	-	Fer4_12,Fer4_14,PqqD,Radical_SAM,SPASM
DBPAGJON_00095	610130.Closa_0601	1.8e-287	995.0	COG0341@1|root,COG0342@1|root,COG0341@2|Bacteria,COG0342@2|Bacteria,1TQVT@1239|Firmicutes,247X8@186801|Clostridia,21Y7G@1506553|Lachnoclostridium	21Y7G@1506553|Lachnoclostridium	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	247X8@186801|Clostridia	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD	-	-	ko:K03072,ko:K12257	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	ACR_tran,MMPL,Patched,SecD_SecF,Sec_GG,Sterol-sensing
DBPAGJON_00096	457421.CBFG_05871	2.3e-196	691.4	COG0343@1|root,COG0343@2|Bacteria,1TNZ4@1239|Firmicutes,247NJ@186801|Clostridia,267ZX@186813|unclassified Clostridiales	267ZX@186813|unclassified Clostridiales	J	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	247NJ@186801|Clostridia	J	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008479,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046116,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0090304,GO:0101030,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
DBPAGJON_00097	411902.CLOBOL_05990	1.1e-30	139.0	COG1862@1|root,COG1862@2|Bacteria,1VEMC@1239|Firmicutes,24MMT@186801|Clostridia,220U6@1506553|Lachnoclostridium	220U6@1506553|Lachnoclostridium	U	Preprotein translocase subunit	24MMT@186801|Clostridia	U	Preprotein translocase, YajC subunit	yajC	-	-	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	Ftsk_gamma,YajC
DBPAGJON_00098	469616.FMAG_02317	1e-179	636.3	COG1373@1|root,COG1373@2|Bacteria,378PX@32066|Fusobacteria	378PX@32066|Fusobacteria	S	Domain of unknown function (DUF4143)	378PX@32066|Fusobacteria	S	Domain of unknown function (DUF4143)	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,AAA_5,Arch_ATPase,DUF4143
DBPAGJON_00100	1256908.HMPREF0373_02781	3.5e-94	350.9	COG1592@1|root,COG1592@2|Bacteria,1TSUY@1239|Firmicutes,248GY@186801|Clostridia,25VDD@186806|Eubacteriaceae	25VDD@186806|Eubacteriaceae	C	Psort location Cytoplasmic, score	248GY@186801|Clostridia	C	Psort location Cytoplasmic, score	rbr3A	-	-	-	-	-	-	-	-	-	-	-	Ferritin,Rubredoxin,Rubrerythrin
DBPAGJON_00101	1163671.JAGI01000002_gene3553	1.4e-44	185.7	COG0735@1|root,COG0735@2|Bacteria,1V400@1239|Firmicutes,24JS4@186801|Clostridia,36IQT@31979|Clostridiaceae	36IQT@31979|Clostridiaceae	P	Belongs to the Fur family	24JS4@186801|Clostridia	P	Belongs to the Fur family	perR	-	-	ko:K09825	-	-	-	-	ko00000,ko03000	-	-	-	FUR
DBPAGJON_00102	1410616.JHXE01000008_gene1300	1.6e-25	124.4	2CDIS@1|root,33FPK@2|Bacteria,1VN4P@1239|Firmicutes,24X6P@186801|Clostridia	24X6P@186801|Clostridia	-	-	24X6P@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00103	457421.CBFG_04514	2.1e-126	458.8	COG0583@1|root,COG0583@2|Bacteria,1UZH9@1239|Firmicutes,24E8Z@186801|Clostridia,26BS4@186813|unclassified Clostridiales	26BS4@186813|unclassified Clostridiales	K	LysR substrate binding domain	24E8Z@186801|Clostridia	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
DBPAGJON_00104	610130.Closa_4091	5.3e-88	330.9	COG1387@1|root,COG1387@2|Bacteria,1TQ33@1239|Firmicutes,249TZ@186801|Clostridia,21ZKV@1506553|Lachnoclostridium	21ZKV@1506553|Lachnoclostridium	E	PHP domain protein	249TZ@186801|Clostridia	E	PHP domain protein	-	-	-	ko:K04477	-	-	-	-	ko00000	-	-	-	PHP,PHP_C
DBPAGJON_00105	411902.CLOBOL_01651	5.4e-66	257.7	COG0539@1|root,COG0539@2|Bacteria,1UYC5@1239|Firmicutes,24AJ1@186801|Clostridia,21YYH@1506553|Lachnoclostridium	21YYH@1506553|Lachnoclostridium	J	Ribosomal protein S1-like RNA-binding domain	24AJ1@186801|Clostridia	J	S1 RNA binding domain protein	rpsA	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	S1
DBPAGJON_00106	1163671.JAGI01000002_gene3549	1.4e-92	345.9	COG2357@1|root,COG2357@2|Bacteria,1TSC9@1239|Firmicutes,25CET@186801|Clostridia,36WUQ@31979|Clostridiaceae	36WUQ@31979|Clostridiaceae	S	RelA SpoT	25CET@186801|Clostridia	S	RelA SpoT domain protein	spoT	-	2.7.6.5	ko:K07816	ko00230,map00230	-	R00429	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	RelA_SpoT
DBPAGJON_00107	1298920.KI911353_gene4716	2.4e-155	555.8	COG0584@1|root,COG0584@2|Bacteria,1UGF1@1239|Firmicutes,25E4R@186801|Clostridia,21YGG@1506553|Lachnoclostridium	21YGG@1506553|Lachnoclostridium	C	glycerophosphoryl diester phosphodiesterase	25E4R@186801|Clostridia	C	glycerophosphoryl diester phosphodiesterase	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD,GDPD_2,GPDPase_memb
DBPAGJON_00108	1304866.K413DRAFT_0678	8.2e-60	236.5	COG1490@1|root,COG1490@2|Bacteria,1V6GH@1239|Firmicutes,24J90@186801|Clostridia,36J4D@31979|Clostridiaceae	36J4D@31979|Clostridiaceae	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	24J90@186801|Clostridia	J	rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality	dtd	GO:0000049,GO:0002161,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006399,GO:0006450,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0051499,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0097159,GO:0106074,GO:0140098,GO:0140101,GO:1901360,GO:1901363	-	ko:K07560	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	GGDEF,Tyr_Deacylase
DBPAGJON_00109	610130.Closa_4086	3e-206	724.5	COG1362@1|root,COG1362@2|Bacteria,1TP6G@1239|Firmicutes,2486Y@186801|Clostridia,21XSC@1506553|Lachnoclostridium	21XSC@1506553|Lachnoclostridium	E	Psort location Cytoplasmic, score 8.87	2486Y@186801|Clostridia	E	M18 family aminopeptidase	apeA	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0008270,GO:0016787,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	AAA_18,CoaE,Peptidase_M18,Peptidase_M42
DBPAGJON_00110	742733.HMPREF9469_04043	2e-72	279.6	COG0544@1|root,COG0544@2|Bacteria,1V3TE@1239|Firmicutes,24EA7@186801|Clostridia,22431@1506553|Lachnoclostridium	22431@1506553|Lachnoclostridium	M	Bacterial trigger factor protein (TF) C-terminus	24EA7@186801|Clostridia	M	peptidylprolyl isomerase	-	-	-	-	-	-	-	-	-	-	-	-	FKBP_C,Trigger_C
